handle;displayName;description;centrality;pageRank;community;insideFollowers;followersCount;followsCount;postsCount
hannapaulomaki.bsky.social;Hanna Paulomäki;Ecologist, forest owner, nature lover, trail runner. #biodiversity #climate #energy #justtransition. Editing and co-authoring a book on renewable energy and planetary boundaries. Visiting researcher, Aalto University | Expert, The Finnish Nature Panel;8,88291834127293e+03;6,54053729002241e-05;9;59;331;499;39
grahn.bsky.social;Michal Grahn;"Political scientist at Uppsala University and UPPGAP. Gender, sexuality, representation, participation, segregation.🇸🇪🏳️‍🌈🇸🇰he/him #firstgen #lgbtq+ #immigrant #catdad

https://www.katalog.uu.se/profile/?id=N12-1361";1,09298038258083e+04;1,24595545423067e-04;4;140;359;359;19
ilarisaaksjarvi.bsky.social;Ilari E. Sääksjärvi;Professor (Biodiversity research), University of Turku, Finland. PI of BIODIFUL research consortium (www.biodiful.fi). Studying biodiversity, biodiversity loss and wasps. Discovering new species from Amazonia. Proud dad of two ❤️. Cyclist. 💚🌎;1,64101683938371e+04;8,70879211412140e-05;9;89;590;493;40
claranw.bsky.social;Clara Neupert-Wentz;PoliSci research on the conflict, institutions, and gender. Assistant Professor @ Aarhus University's Department of Political Science. PhD @ University of Konstanz. She/her. ;7,86240716855372e+02;4,33816269011745e-05;4;31;91;97;12
magnuspharao.bsky.social;Magnus Pharao;"Linguist/Anthropologist at University of Copenhagen
scholar of Nahuatl/Mexico/Uto-Aztecan
occasional folk fiddler/mandolinist in pubs of Old Zealand

https://magnuspharao.wordpress.com/home/";6,27889101261952e+04;1,06839533432214e-04;5;124;576;883;391
minnahuoti.bsky.social;Minna Huotilainen;"Professor of educational sciences, University of Helsinki, Finland
Using neuroscience to understand music, learning and work
Hobbies include cooking and cats";4,21409591481219e+04;1,17609498984689e-04;9;134;1009;761;87
miriamwuest.bsky.social;Miriam Wüst;Health Economist @uni_copenhagen. German abroad. Mainly on research on economics of health, family, children but cannot always help it...;9,89148746848201e+02;5,90372221051885e-05;2;46;219;140;0
miriamcullen.bsky.social;Miriam Cullen;Rights, climate, disaster, mobility, law, critical perspectives. Current work: human rights and Greenland. Mother. Settler (Aotearoa). Immigrant (Denmark). Associate Prof of Law, Copenhagen Uni. She/her. Likes cold days with books and tea.;1,85600668298508e+03;3,87063328288949e-05;1;32;79;139;3
palpollo.bsky.social;Pål Nygaard;"Han/Ham
Historiker på BI. Skrevet ingeniørenes og Vegvesenets historie. Skal ikke skrive IFEs historie allikevel, men skal nå skrive om SINTEF istedenfor

Historian at BI Norwegian business school";2,14750940681602e+03;3,99939533430218e-05;3;31;436;583;285
whereisdean.bsky.social;Dean Cooper-Cunningham;Assistant Professor @PolsciCph researching the visual, the body, sex(uality), gender, and their place in international politics. I run a lot. He/Him 🏳️‍🌈;1,85764426061777e+03;5,41845496825149e-05;4;49;148;123;4
stinaborchers.bsky.social;Stina Börchers;PhD candidate interested in the neurobiology of feeding behavior, energy expenditure, and emotionality @Göteborg • gut-brain axis • sex steroids • sex differences | Scicomm docent @NaWik | AuDHD | she/her ;3,99971366695780e+03;6,37876566677125e-05;5;84;278;199;88
benmsanderson.bsky.social;Ben Sanderson;Climate scientist at CICERO, Oslo.;6,68422622135308e+02;8,33820212501960e-05;7;43;209;146;19
reneewever.bsky.social;Renee Wever;Professor of Industrial Design Engineering at Linköping University in Sweden | editor journal of design research | TUDelft  alumnus | packaging | sustainability | foodwaste | repair | design research | dutch/english/swedish;7,82099491273209e+03;5,01921384199184e-05;3;37;207;436;30
rnieuwenhuis.bsky.social;Rense Nieuwenhuis ;"Sociologist at SOFI, interested in families, social policy, and poverty & inequality.

Joint coordinator of the rEUsilience project (www.reusilience.eu)";2,42142451566279e+03;9,62384962434614e-05;2;112;274;153;28
eerohaapala.bsky.social;Eero Haapala;PhD, Paediatric exercise scientist, Senior Lecturer in Sports & Exercise Medicine at University of Jyväskylä. ;8,23601804525441e+03;5,74578393960484e-05;9;57;323;394;233
nonissimo.bsky.social;Simo Raittila ;PhD researcher at Uni Helsinki (trends in socioeconomic differences in self-harm)💻 Green liberal 💚#vihreät;1,51657012041136e+03;5,78470839829305e-05;9;50;350;306;197
visakurki.bsky.social;Visa Kurki;Associate Professor of Jurisprudence, University of Helsinki. Animal law, legal philosophy, rights, legal personhood etc. Director, Helsinki Animal Law Centre;7,56347060001451e+02;4,46294503662452e-05;9;43;146;29;13
arvidagren.bsky.social;Arvid Ågren;"Evolutionary biologist. The Gene's-Eye View of Evolution in paperback 2023 http://tinyurl.com/gevPP
www.arvidagren.com";1,03391344225845e+03;6,97326958795621e-05;6;76;204;88;38
minnastiina.bsky.social;Annastiina Kallius;Anthropology postdoc at University or Helsinki working on illiberalism and epistemology. Scifi-fan and a Hungarophile, earlier CEU and SOAS.;1,03380232051971e+04;1,07428456168124e-04;9;52;221;125;25
markusgranlund.bsky.social;Markus Granlund;"Professor, Dean 
Turku School of Economics, University of Turku, Finland 🇫🇮
Science, business studies and economics, nature, biodiversity, animal lover, ice-hockey and running";1,72704296965835e+03;6,76184137466578e-05;9;59;1086;594;349
mkddueholm.bsky.social;Morten Kam Dahl Dueholm;Assoc. Prof. Applied microbial ecology (WWTP, AD, soil). HQ MAGs. Multiomics. Uncultured microbes. Full-length 16S rRNA gene ASVs. Biofilms and EPS.;3,35974137732854e+03;8,15958159270461e-05;6;90;236;336;43
mniemivirta.bsky.social;Markku Niemivirta;Professor at UEF | Docent of Ed Psych | Motivation, learning, & well-being: https://www.molewe.net/ | Tieteestä ja arjesta, asiasta ja sen vierestä, mostly in Finnish (or perhaps in English, haven’t decided yet);1,42814057504291e+04;1,05748096986645e-04;9;109;685;645;536
hetatarkkala.bsky.social;Heta Tarkkala;PhD (STS). Studies non-quantifiable issues related to science, technology & society. Currently: (health) data, AI, futures. Knits at conferences. ;4,54955100994998e+04;1,01849679583307e-04;9;119;321;677;15
ipoga.bsky.social;Jens Peter Andersen;Senior researcher: bibliometrics, policy impact, scientific elites & quant studies of gender in research at Aarhus University;8,00933843324784e+03;6,71442939893458e-05;3;43;132;141;17
torkilsoerensen.bsky.social;Torkil Sørensen;"Historian esp. interested in #Worldcommunism in Germany and Denmark: German communists in exile in Denmark 1933-45 / communists with illegal tasks 1919-39.
Also history-in-the-making
Now and then photos
Posting in (not perfect) English / German / Danish";1,61867878338831e+05;1,71516794249157e-04;4;191;763;2318;71
mjarlec.bsky.social;Mikkel Jarle Christensen;Sort of sociologist who studies the competition to define and deploy criminal justice at the borders of the state: Atrocity crimes justice, transnational policing, and anti-corruption. PI of #JustSites: https://jura.ku.dk/icourts/research/justsites/;5,21507242137617e+04;1,45108710456125e-04;1;162;378;594;7
rockberta.bsky.social;roberta rocca;assistant professor @ interacting minds centre, aarhus university 🇩🇰  || nlp, cognition, neuroscience 🗣️ 🧠 🤖 || previously: postdoc @ UT Austin 🤘 & data fellow @ UN humdata 🇺🇳;2,03363984927480e+03;5,05822977741574e-05;5;48;101;94;16
lindorfflarsen.bsky.social;Kresten Lindorff-Larsen;Protein and coffee lover, father of two, professor of biophysics and sudo scientist at the  Linderstrøm-Lang Centre for Protein Science, University of Copenhagen 🇩🇰;1,90792926731407e+03;6,78321222198961e-05;6;67;662;347;270
bengtssonz.bsky.social;Erik Bengtsson;"Economic historian living in Malmö, Sweden.

https://sites.google.com/view/bengtsson";2,23932604165887e+04;1,04273314960468e-04;4;107;410;486;80
evolvedbiofilm.bsky.social;Ákos T Kovács;Professor of Microbiome Ecology at Institute of Biology, Leiden University - Bacillus subtilis, biofilms, plant microbiome, chemical ecology, experimental evolution;1,21888093784688e+04;1,83004017128492e-04;6;227;1023;761;646
mkeyoung.bsky.social;Mike Young;"I do social media workshops for scientists, and like talking about #philosophy and #history when I am off duty! Ex-University Post editor
Website: https://mikeyoungacademy.dk/
Linktree: https://linktr.ee/mkeyoung";3,32117536268965e+04;5,60583466249916e-05;4;58;249;747;6
jussiteronen.bsky.social;Jussi T. Eronen;"Professor of Socio-ecological systems, University of Helsinki (Finland); affliate researcher BIOS (Finland). History & sci-fi lover, nature buff. Hopeful for better tomorrow. He/Him.

Personal account & views. Posts in ENG/FIN.";3,15313259018762e+04;1,10175413402760e-04;9;124;544;528;271
lnavarrosola.bsky.social;Laia Navarro-Sola;"Assistant Professor of economics at IIES, Stockholm University. Human capital, development, education. Northwestern PhD.

https://www.laianavarrosola.com/";3,25737296521367e+03;1,02048694721961e-04;2;77;362;371;11
amyhfitzpatrick.bsky.social;Amy H Fitzpatrick;"RNA virus discovery 🦠🔎 
Irish Research Council postdoc 👩🏼‍🔬 at University College Dublin (UCD) 🍀
Ballet and book lover 🩰 | Eurovision fanatic 
🇮🇪 🇮🇹 🇩🇰 🇩🇪";1,36266427325755e+04;8,26856537106362e-05;6;88;395;549;31
markrubin.bsky.social;Mark Rubin;"psychology; metascience; philosophy of science; academic life

Professor at Durham University, UK. He/him.

Research website: https://sites.google.com/site/markrubinsocialpsychresearch/

Critical Metascience substack: https://markrubin.substack.com/";7,52005711221110e+05;7,72335984588726e-04;5;974;3176;1241;1852
lassehjorthmadsen.bsky.social;Lasse Hjorth Madsen;Data scientist, data journalist, I like all things related to science, programming, discussions, societies, writing. Danish webpage with samples of work: tekstogtal.dk;2,35359074895018e+04;4,36313337304464e-05;4;42;144;719;2
greggdcaruso.bsky.social;Gregg D Caruso;Philosopher @SUNY Corning, @Macquarie_Uni | Free Will, Moral Responsibility, Punishment, Phil of Law, Phil Mind, Ethics, Social-Political, Neurolaw;5,84302975093648e+05;5,86221069330250e-04;3;694;2106;1624;340
chknutsen.bsky.social;Carl Henrik Knutsen;"Political science professor, University of Oslo; Research group leader, CIR group; Researcher, PRIO; co-PI, V-Dem";9,28571646043733e+03;1,61096563347038e-04;4;187;574;267;30
jmerilainen.bsky.social;Jaakko Meriläinen;assistant professor of economics at Stockholm School of Economics | mediocre political economist, aspiring trumpetist, and Mateo's dad | https://sites.google.com/view/jaakkomerilainen/;4,74405323474063e+04;1,50316771021148e-04;4;163;505;800;7
mbechseeberg.bsky.social;Merete Bech Seeberg;Associate professor, political science, Aarhus University. Elections, authoritarianism, democratization, women in politics, Africa.;5,46896712347423e+02;5,94321846024496e-05;4;60;171;118;3
tboeggild.bsky.social;Troels Bøggild;Associate Professor of Political Science, Aarhus University. Research interests: Political behavior/psychology, Public opinion.;8,31238406391877e+03;1,08892581769797e-04;4;117;340;313;26
chdausgaard.bsky.social;Christoffer H. Dausgaard;"Poli sci phd student, uni of Copenhagen. Study how the economy & social group attachments shape political behavior. Causal inference with and without DAGs. 

Before: economics, philosophy, sociology at Warwick & Oxford. ";4,35015907157858e+04;1,27301754033574e-04;4;127;292;570;15
skaaning.bsky.social;Svend-Erik Skaaning;"Professor of political science, Aarhus University
Democratization, autocratization, state capacity, cross-national comparisons, social science history";1,03979965306530e+03;7,37853765424444e-05;4;75;211;111;4
fiva.no;Jon Fiva;Economics professor at the Norwegian Business School | www.jon.fiva.no;3,79366552519376e+03;9,99692574518011e-05;4;104;324;245;14
joenoonan.se;Joe Noonan;"PhD student at the Department of Political Science at Stockholm University. Interested in political attitudes and behaviors. I enjoy working with #rstats.

website: https://joenoonan.se/ ";6,86064162521240e+04;1,75324751541877e-04;4;214;549;894;205
alanderminna.bsky.social;Minna Ålander;Educated hot takes. Research Fellow FIIA & @cepa.bsky.social fellow. Nordic defence, German & Finnish foreign and security policy, Arctic affairs. Plot twist: not from Åland.;1,70120342569518e+04;1,97768549877790e-04;9;159;3824;321;341
fkjoeller.bsky.social;Frederik Kjøller;PostDoc in Political Science, University of Copenhagen • casually and causally studying politicians’ rewards, representation, and careers • fkjoellerlarsen.github.io;4,40212801295161e+02;4,48795984766374e-05;4;40;148;155;15
comppollu.bsky.social;Comparative Politics at Lund University;We are a research group at the Department of Political Science at Lund University. Check out our word cloud for our research expertise and interests! Visit https://www.svet.lu.se/en/cprg?q=research/research-groups/comparative-politics-research-group;5,43997467040210e+03;9,43826685515902e-05;4;110;268;414;3
halling.bsky.social;Aske Halling;Assistant Professor in Political Science at Aarhus University interested in administrative burdens, citizen-state interactions, and policy feedbacks. ;9,97322536980366e+02;4,88729669050233e-05;4;46;160;156;12
floriso.bsky.social;Florence So;"Political scientist @Lund | Affective Pol. | Coalitions | Gender Bias Conq | Parties and Elections | Pol Conq of Econ | San Franciscan | Proud mama of 2 😇/😈 | 🍜🎹👗☕️ 🍻⚽️ | She/her

Innovative research is impossible w/o inclusive academic villages.";5,87712218832770e+03;1,07920611591432e-04;4;119;295;299;20
ulrikamhedman.bsky.social;Ulrika Hedman;Journalistik- och medieforskning | Journalism and media research  | Dark academia | http://eftertankt.com | https://orcid.org/0000-0003-1765-4812 | Samma där som här. https://linktr.ee/UMH;2,94988176576272e+04;7,82019486950909e-05;3;83;959;1170;501
